,mjd,dm,width,bw,peakf,fluence,E
1426,58756.869487947,566.7,4.82,0.32,16.22,0.0782,8.369e+37
1427,58756.86956926,564.4,3.69,0.14,12.75,0.0471,5.035999999999999e+37
1428,58756.873158092,567.3,5.81,0.2,21.11,0.1226,1.313e+38
1429,58756.873158168,567.3,3.21,0.2,20.87,0.067,7.171e+37
1430,58756.87389906099,565.9,9.0,0.13,9.53,0.0858,9.182e+37
1431,58756.874400485,568.1,7.34,0.08,4.963,0.0364,3.9009999999999995e+37
1432,58756.874405434006,568.3,6.17,0.17,6.32,0.039,4.174e+37
1433,58756.874465411,566.7,4.66,0.11,8.37,0.039,4.1749999999999996e+37
1434,58756.874556400995,564.0,3.02,0.08,11.15,0.0337,3.6049999999999996e+37
1435,58756.874556405,566.8,2.04,0.1,10.81,0.0221,2.361e+37
1436,58756.875561889006,569.5,3.13,0.2,23.02,0.0721,7.713e+37
1437,58756.875561897,565.9,2.12,0.2,21.92,0.0465,4.975e+37
1438,58756.875562655,565.5,7.71,0.45,22.8,0.1758,1.8819999999999997e+38
1439,58756.875562697,565.5,3.1,0.21,24.3,0.0753,8.064e+37
1440,58756.876543168,566.7,5.49,0.2,8.29,0.0455,4.872e+37
1441,58756.877709332,565.8,5.02,0.23,12.69,0.0637,6.8189999999999995e+37
1442,58756.877836769,565.4,11.14,0.14,5.95,0.0663,7.095e+37
1443,58756.878005118,566.6,4.93,0.45,11.6,0.0572,6.122e+37
1444,58756.878005229,564.2,7.57,0.4,7.45,0.0564,6.037e+37
1445,58756.878005259,566.6,3.21,0.1,6.32,0.0203,2.172e+37
1446,58756.878568782995,566.2,3.44,0.05,10.98,0.0378,4.043e+37
1447,58756.878568788,566.5,2.76,0.07,11.23,0.031,3.318e+37
1448,58756.878747573,566.7,5.31,0.07,7.179,0.0381,4.078e+37
1449,58756.879516265995,569.2,5.05,0.04,11.72,0.0592,6.336e+37
1450,58756.88015513401,569.4,4.39,0.1,11.17,0.049,5.248999999999999e+37
1451,58756.880155148,564.2,3.21,0.1,10.92,0.035,3.7519999999999994e+37
1452,58756.880156867,566.0,6.48,0.11,8.03,0.052,5.57e+37
1453,58756.880952123,566.4,3.33,0.04,14.68,0.0489,5.232999999999999e+37
1454,58756.88112891599,566.2,2.03,0.15,76.93,0.1562,1.6719999999999999e+38
1455,58756.881128926,566.5,3.1,0.16,75.39,0.2337,2.5019999999999997e+38
1456,58756.881851668,566.2,4.11,0.18,15.07,0.0619,6.63e+37
1457,58756.881851695,566.4,4.56,0.12,14.19,0.0647,6.926999999999999e+37
1458,58757.89884720401,566.0,6.12,0.14,14.273,0.0873,9.346999999999999e+37
1459,58757.900647730996,565.5,3.43,0.2,8.7,0.0298,3.194e+37
1460,58757.90064787,565.5,3.39,0.3,25.82,0.0875,9.37e+37
1461,58757.900652212,566.5,1.89,0.27,12.54,0.0237,2.5369999999999996e+37
1462,58757.900851357,568.9,6.6,0.3,7.46,0.0492,5.271e+37
1463,58757.900851868,567.1,4.11,0.25,5.08,0.0209,2.235e+37
1464,58757.901426407,567.0,6.34,0.09,4.53,0.0287,3.0739999999999995e+37
1465,58757.902634777005,566.6,4.31,0.45,56.57,0.2438,2.61e+38
1466,58757.902634844,563.8,11.28,0.45,32.67,0.3685,3.9449999999999995e+38
1467,58757.903874114,566.1,2.76,0.18,26.29,0.0726,7.767e+37
1468,58757.90427086,566.1,3.74,0.18,11.82,0.0442,4.7319999999999995e+37
1469,58757.906360825,565.8,2.33,0.15,16.11,0.0375,4.0179999999999996e+37
1470,58757.910407693,565.2,3.3,0.45,109.86,0.3625,3.8809999999999995e+38
1471,58757.910407762996,569.0,2.8,0.05,5.12,0.0143,1.5349999999999997e+37
1472,58757.910442512,567.4,1.68,0.32,234.27,0.3936,4.213e+38
1473,58757.910442566,564.2,1.43,0.32,231.91,0.3316,3.55e+38
1474,58757.91099603401,566.6,3.94,0.12,9.05,0.0357,3.817e+37
1475,58757.911052277996,564.2,8.03,0.05,5.2,0.0418,4.47e+37
1476,58757.911640053,564.2,3.9,0.12,5.56,0.0217,2.321e+37
1477,58757.911641774,567.8,6.88,0.12,6.12,0.0421,4.5069999999999995e+37
1478,58757.91164207,566.2,3.95,0.12,4.99,0.0197,2.1099999999999999e+37
1479,58757.912605398,561.5,8.94,0.11,5.663,0.0506,5.419999999999999e+37
1480,58757.912752257005,565.6,6.83,0.12,7.53,0.0514,5.505e+37
1481,58757.9127568,566.0,2.51,0.12,18.02,0.0452,4.841999999999999e+37
1482,58757.912757062004,567.0,1.99,0.12,7.78,0.0155,1.657e+37
1483,58757.914598243,564.4,3.98,0.12,10.63,0.0423,4.528999999999999e+37
1484,58757.914789718,564.9,5.52,0.12,11.12,0.0614,6.571e+37
1485,58757.914789776,567.5,4.33,0.12,4.3,0.0186,1.993e+37
1486,58757.915948383,561.2,3.98,0.08,9.24,0.0368,3.9369999999999995e+37
1487,58757.916997217995,567.9,5.47,0.08,8.07,0.0441,4.725e+37
1488,58757.918666984006,565.3,4.34,0.08,5.93,0.0257,2.7549999999999997e+37
1489,58757.919171542,565.5,19.75,0.08,4.88,0.0964,1.032e+38
1490,58757.919244107004,566.9,5.95,0.08,7.34,0.0437,4.674999999999999e+37
1491,58757.919796998,564.6,4.13,0.4,33.47,0.1382,1.48e+38
1492,58757.919797049006,564.6,3.2,0.25,31.89,0.1021,1.092e+38
1493,58757.920250584,565.3,3.11,0.22,23.01,0.0716,7.66e+37
1494,58757.920745782,566.1,5.8,0.12,7.71,0.0447,4.786999999999999e+37
1495,58757.924153110995,568.0,5.99,0.4,19.6,0.1174,1.2569999999999998e+38
1496,58757.92415316,569.7,2.12,0.07,18.83,0.0399,4.272999999999999e+37
1497,58757.92448678,564.9,5.55,0.15,9.09,0.0505,5.401e+37
1498,58757.924486790995,564.9,4.98,0.15,9.35,0.0466,4.984e+37
1499,58757.92539328,565.3,4.76,0.15,10.78,0.0513,5.493e+37
1500,58757.925395098,565.4,3.19,0.15,13.26,0.0423,4.527999999999999e+37
1501,58757.925467365996,565.4,9.2,0.05,7.72,0.071,7.602999999999999e+37
1502,58757.925899193,565.5,4.48,0.45,18.3,0.082,8.776e+37
1503,58757.925899332,565.2,3.53,0.45,70.89,0.2502,2.6789999999999998e+38
1504,58757.926223122995,564.5,4.01,0.25,23.34,0.0936,1.002e+38
1505,58757.926223155,567.1,2.59,0.15,7.34,0.019,2.035e+37
1506,58757.928732725995,566.7,3.76,0.2,11.16,0.042,4.492e+37
1507,58757.928733407,566.2,12.98,0.2,5.39,0.07,7.489e+37
1508,58757.929089435,568.8,15.46,0.17,4.92,0.0761,8.141999999999999e+37
1509,58757.929275143,565.2,3.05,0.45,397.12,1.2112,1.2969999999999998e+39
1510,58757.929397204,568.0,4.68,0.15,5.52,0.0258,2.765e+37
1511,58757.930444825,566.4,3.87,0.22,15.77,0.061,6.533e+37
1512,58757.930444852995,567.0,3.45,0.3,15.45,0.0533,5.706e+37
1513,58757.931080339,564.8,2.37,0.18,6.47,0.0153,1.641e+37
1514,58757.93252519,564.8,5.29,0.1,6.93,0.0367,3.924e+37
1515,58757.93390879,564.7,2.91,0.19,22.52,0.0655,7.014999999999999e+37
1516,58757.934105718,567.2,7.92,0.115,4.805,0.0381,4.075e+37
1517,58757.934179437005,566.0,4.27,0.25,7.38,0.0315,3.373e+37
1518,58757.934179504,566.3,7.61,0.25,12.7,0.0966,1.035e+38
1519,58757.936252457,567.7,5.86,0.4,8.2,0.0481,5.144e+37
1520,58757.936252507,565.5,2.62,0.4,13.43,0.0352,3.767e+37
1521,58757.936252568,564.3,5.68,0.4,7.32,0.0416,4.4509999999999995e+37
1522,58758.941724526,567.4,4.55,0.18,11.65,0.053,5.674e+37
1523,58758.942392802004,564.5,3.63,0.08,10.97,0.0398,4.263e+37
1524,58758.944314839006,565.9,3.67,0.05,6.94,0.0255,2.7269999999999997e+37
1525,58758.946771395,567.1,3.09,0.45,377.02,1.165,1.247e+39
1526,58758.948500875995,565.1,4.1,0.1,14.89,0.0611,6.535e+37
1527,58758.948500887,564.4,4.6,0.3,15.02,0.0691,7.395999999999999e+37
1528,58758.950322738,567.2,3.91,0.45,8.47,0.0331,3.5449999999999996e+37
1529,58758.95032351401,565.4,9.81,0.45,3.49,0.0342,3.665e+37
1530,58758.951959157996,566.1,3.46,0.1,8.68,0.03,3.2149999999999995e+37
1531,58758.95273648,566.3,4.4,0.3,14.54,0.064,6.849e+37
1532,58758.953999952995,566.6,6.98,0.1,5.63,0.0393,4.2069999999999996e+37
1533,58758.954399256,565.3,10.5,0.3,6.11,0.0642,6.868e+37
1534,58758.954639405994,565.8,3.54,0.35,6.66,0.0236,2.524e+37
1535,58758.954647262995,565.8,3.88,0.45,39.36,0.1527,1.6349999999999999e+38
1536,58758.955124337,566.0,5.6,0.2,4.41,0.0247,2.644e+37
1537,58758.957768074004,566.6,3.13,0.2,13.65,0.0427,4.574e+37
1538,58758.957815305,564.9,3.2,0.2,11.86,0.0379,4.0629999999999997e+37
1539,58758.958412198,565.7,1.91,0.32,350.48,0.6694,7.166e+38
1540,58758.958413205,565.6,0.85,0.025,5.01,0.0043,4.5590000000000003e+36
1541,58758.959051154,566.6,4.36,0.1,7.58,0.0331,3.538e+37
1542,58758.959218717006,567.6,1.8,0.1,7.15,0.0129,1.378e+37
1543,58758.960651799,567.6,9.52,0.1,7.41,0.0705,7.551999999999999e+37
1544,58758.961364430994,566.2,7.46,0.1,8.78,0.0655,7.012e+37
1545,58758.961498165,566.1,3.06,0.1,10.22,0.0313,3.3479999999999996e+37
1546,58758.96159968401,566.0,3.19,0.115,8.624,0.0275,2.944e+37
1547,58758.961977773,566.5,7.33,0.22,17.29,0.1267,1.357e+38
1548,58758.964047543,566.2,5.15,0.2,10.33,0.0532,5.695e+37
1549,58758.964149351,569.0,7.33,0.085,2.546,0.0187,1.997e+37
1550,58758.964645292996,567.5,6.95,0.45,46.03,0.3199,3.4249999999999995e+38
1551,58758.965333785,565.9,3.54,0.3,22.13,0.0783,8.385999999999999e+37
1552,58758.965333839005,564.5,8.44,0.3,7.66,0.0646,6.921e+37
1553,58758.965789793,565.7,1.8,0.12,7.94,0.0143,1.5299999999999999e+37
1554,58758.96578983,566.5,8.75,0.12,6.38,0.0558,5.9759999999999995e+37
1555,58758.966682750994,565.3,4.46,0.15,11.02,0.0491,5.260999999999999e+37
1556,58758.96703505,568.0,6.49,0.16,10.55,0.0685,7.33e+37
1557,58758.967386075994,566.5,3.54,0.2,23.26,0.0823,8.814e+37
1558,58758.967386144,566.5,3.2,0.18,24.94,0.0798,8.542999999999998e+37
1559,58758.969537674006,564.2,2.85,0.4,8.52,0.0243,2.5990000000000003e+37
1560,58758.969540704005,564.1,2.27,0.4,264.36,0.6001,6.424e+38
1561,58758.969541745995,567.7,1.04,0.02,5.01,0.0052,5.578000000000001e+36
1562,58758.972134106,567.5,3.28,0.1,10.09,0.0331,3.543e+37
1563,58758.972257115,567.5,3.18,0.1,10.06,0.032,3.4249999999999997e+37
1564,58758.975108267005,564.2,3.59,0.2,15.06,0.0541,5.788e+37
1565,58758.976065802,566.3,2.95,0.2,8.31,0.0245,2.624e+37
1566,58758.97606589599,564.6,4.71,0.2,12.51,0.0589,6.308e+37
1567,58758.976459145,565.2,6.05,0.28,16.14,0.0977,1.045e+38
1568,58758.977114149006,567.1,6.42,0.4,21.5,0.138,1.478e+38
1569,58758.97711427401,567.1,6.87,0.4,10.62,0.073,7.809999999999999e+37
1570,58758.97711513,565.8,3.09,0.4,11.72,0.0362,3.8769999999999995e+37
1571,58758.977494323,563.7,5.02,0.1,7.55,0.0379,4.0570000000000004e+37
1572,58758.979187992,568.0,3.12,0.15,16.44,0.0513,5.490999999999999e+37
1573,58758.979363536,568.0,2.08,0.37,21.33,0.0444,4.749e+37
1574,58758.979363575,568.3,2.56,0.37,137.6,0.3523,3.771e+38
1575,58759.940859427996,566.0,6.27,0.125,10.567,0.0662,7.089999999999999e+37
1576,58759.942630007004,567.1,3.8,0.3,19.82,0.0753,8.061999999999999e+37
1577,58759.942630045996,567.1,6.85,0.3,13.13,0.0899,9.628e+37
1578,58759.944503974,564.8,5.14,0.4,13.06,0.0671,7.185999999999999e+37
1579,58759.94491788,570.0,3.4,0.3,11.85,0.0403,4.312999999999999e+37
1580,58759.945921172,566.4,2.42,0.1,19.57,0.0474,5.07e+37
1581,58759.948259986,566.4,3.82,0.3,9.11,0.0348,3.725e+37
1582,58759.948801736,564.3,2.44,0.15,25.49,0.0622,6.658e+37
1583,58759.950124624,565.4,10.19,0.35,10.13,0.1032,1.1049999999999999e+38
1584,58759.952686059005,559.7,5.09,0.4,11.834,0.0602,6.448e+37
1585,58759.954255518,566.3,8.21,0.13,5.828,0.0479,5.123e+37
1586,58759.957235517,564.9,2.51,0.1,17.36,0.0436,4.663999999999999e+37
1587,58759.958067995,566.1,4.44,0.2,16.05,0.0713,7.627999999999999e+37
1588,58759.958481060996,567.5,4.73,0.1,8.6,0.0407,4.3550000000000005e+37
1589,58759.958675255,570.0,7.89,0.2,5.51,0.0435,4.654e+37
1590,58759.960858891,566.2,2.69,0.1,16.92,0.0455,4.872e+37
1591,58759.962180532995,567.0,12.22,0.3,6.36,0.0777,8.3199999999999995e+37
1592,58759.963779617996,565.9,4.86,0.12,8.36,0.0406,4.349e+37
1593,58759.964891258,568.7,7.57,0.23,10.31,0.078,8.355e+37
1594,58759.966840818,566.5,4.92,0.15,12.88,0.0634,6.783999999999999e+37
1595,58759.968798145,568.9,8.35,0.1,6.64,0.0554,5.934999999999999e+37
1596,58759.969438848,566.0,3.58,0.105,8.013,0.0287,3.0739999999999995e+37
1597,58759.973777022,568.0,4.73,0.2,14.08,0.0666,7.128999999999999e+37
1598,58759.974463254,566.2,4.98,0.11,11.25,0.056,5.997e+37
1599,58759.975227318,565.5,1.91,0.32,10.8,0.0206,2.208e+37
1600,58762.837283750996,565.8,2.62,0.3,14.46,0.0379,4.056e+37
1601,58762.846231674004,564.4,2.03,0.37,141.09,0.2864,3.066e+38
1602,58762.856336382996,565.4,3.81,0.25,20.25,0.0771,8.259e+37
1603,58763.824162405,564.7,3.16,0.12,17.38,0.0549,5.878999999999999e+37
1604,58763.827898522,564.5,2.67,0.18,38.23,0.1021,1.093e+38
1605,58763.843005345996,565.1,3.99,0.1,9.1,0.0363,3.8869999999999997e+37
1606,58764.941635526,561.0,9.34,0.31,7.351,0.0687,7.352e+37
1607,58764.954426575,568.1,9.48,0.11,7.897,0.0748,8.010999999999999e+37
1608,58766.928971893,565.2,6.99,0.13,9.1,0.0636,6.809e+37
1609,58766.929453314006,567.4,2.88,0.13,41.39,0.1192,1.276e+38
1610,58766.948905477,567.4,5.55,0.22,59.3,0.3291,3.523e+38
1611,58766.9489055,567.4,1.52,0.23,31.01,0.0471,5.046e+37
1612,58766.957082611,566.3,7.0,0.4,19.63,0.1374,1.471e+38
1613,58766.957082618,565.2,3.5,0.18,18.39,0.0644,6.889999999999999e+37
1614,58767.954084397,565.1,3.3,0.1,13.5,0.0445,4.769e+37
1615,58767.960804219,564.6,2.85,0.08,38.25,0.109,1.167e+38
1616,58767.975740500995,569.8,10.56,0.095,5.418,0.0572,6.125e+37
1617,58768.908250848,566.3,5.92,0.21,25.19,0.1491,1.596e+38
1618,58768.908250875,566.5,3.2,0.07,22.87,0.0732,7.833999999999999e+37
1619,58768.91172664,569.2,6.05,0.27,16.09,0.0973,1.042e+38
1620,58768.925349614,568.5,3.73,0.18,22.15,0.0826,8.844e+37
1621,58768.925349679004,566.0,3.2,0.28,22.56,0.0722,7.728e+37
1622,58768.939750675,568.0,3.21,0.05,19.21,0.0617,6.600999999999999e+37
1623,58772.905095948,563.6,1.58,0.1,27.32,0.0432,4.621000000000001e+37
1624,58772.906480993,564.5,1.58,0.11,27.32,0.0432,4.621000000000001e+37
1625,58772.930215918,564.5,2.75,0.4,62.88,0.1729,1.8509999999999998e+38
1626,58774.924222774,566.0,2.44,0.105,14.601,0.0356,3.812e+37
1627,58776.839025151,567.4,23.22,0.22,5.64,0.131,1.4019999999999999e+38
1628,58776.840308298,567.4,10.71,0.07,8.22,0.088,9.423999999999998e+37
1629,58776.840988222,564.4,5.39,0.07,7.77,0.0419,4.4829999999999995e+37
1630,58776.843197662005,564.4,2.12,0.18,43.51,0.0922,9.874e+37
1631,58776.85089345,566.4,5.2,0.18,16.44,0.0855,9.151e+37
1632,58776.850893504,569.9,1.48,0.21,4.98,0.0074,7.89e+36
1633,58776.850963341,565.7,2.73,0.4,45.89,0.1253,1.3409999999999999e+38
1634,58776.85096341401,565.7,6.1,0.4,33.46,0.2041,2.185e+38
1635,58776.855011892,565.4,6.46,0.07,7.31,0.0472,5.055e+37
1636,58776.85531491,565.2,17.61,0.3,3.21,0.0565,6.051e+37
1637,58776.855315525994,567.8,9.6,0.4,3.43,0.0329,3.5249999999999997e+37
1638,58776.855317362,567.8,13.99,0.35,5.29,0.074,7.921999999999999e+37
1639,58776.856457272996,566.0,2.91,0.2,38.46,0.1119,1.1979999999999999e+38
1640,58776.857352902,566.5,3.7,0.2,19.3,0.0714,7.644e+37
1641,58776.857352954,566.5,8.37,0.2,6.05,0.0506,5.421e+37
1642,58776.861003440994,564.7,2.9,0.12,7.43,0.0215,2.307e+37
1643,58776.8612526,565.6,1.96,0.4,33.88,0.0664,7.109e+37
1644,58776.868977237995,566.4,5.38,0.05,11.71,0.063,6.743999999999999e+37
1645,58776.869192492995,565.4,7.67,0.05,6.02,0.0462,4.943e+37
1646,58776.870213414004,567.5,3.54,0.32,7.01,0.0248,2.656e+37
1647,58776.870213461,567.9,7.67,0.2,11.63,0.0892,9.549e+37
1648,58776.874026246,565.5,7.0,0.4,10.75,0.0752,8.0549999999999995e+37
1649,58776.87692001,565.6,2.22,0.16,9.33,0.0207,2.217e+37
1650,58776.877559894005,567.6,7.98,0.075,9.32,0.0744,7.964999999999999e+37
1651,58776.877825785996,566.0,2.58,0.3,46.052,0.119,1.274e+38
